298.7,0.00098,2.4,2.2,448.0,0
144.9,0.00197,0.89,1.37,420.5,0
1047.3,0.00295,1.30,3.5,770.6,0
167.1,0.01475,0.99,8.7,800.2,0
628.2,0.0059,0.76,2.7,479.6,0
94.7,0.00295,1.34,2.50,400.2,0
681.7,0.00393,0.49,1.44,428.3,0
261.2,0.00098,2.81,3.5,443.7,0
264.5,0.00295,0.62,2.03,400.2,0
191.7,0.11993,0.56,21,400.2,0
967.2,0.00492,0.44,1.64,400.2,0
1128.2,0.0059,0.99,2.7,800.2,0
785.4,0.00393,0.65,1.88,487.5,0
692.3,0.00393,0.57,1.48,537.7,0
347.1,0.00197,8.4,18,624.3,0
522.3,0.00197,1.51,3.4,403.2,0
263.7,0.01278,1.06,6.5,593.2,0
1239.0,0.03736,0.66,16.0,535.9,1
180.7,0.00098,5.1,7.9,567.4,0
1008.5,0.03146,0.49,5.8,800.2,0
265.0,0.00098,2.4,3.3,400.2,0
149.8,0.00885,0.81,10.4,685.7,1
149.8,0.00885,0.81,10.4,630.1,1
565.4,0.00295,0.72,2.7,460.1,0
462.4,0.00197,1.16,2.1,800.2,0
1040.3,0.01278,0.80,4.9,400.2,0
478.6,0.00393,0.91,3.2,443.9,0
494.2,0.00197,2.9,6.2,754.7,0
264.2,0.00295,0.69,2.08,443.7,0
530.9,0.00197,1.52,2.68,400.2,0
663.7,0.0059,4.9,22,800.2,0
101.3,0.03342,1.31,22.6,483.2,1
101.3,0.03342,1.31,22.6,481.3,1
101.3,0.03342,1.31,22.6,469.3,1
101.3,0.03342,1.31,22.6,450.9,1
101.3,0.03342,1.31,22.6,431.0,1
595.7,0.00098,1.6,5.5,500.9,0
62.3,0.00197,4.3,8.2,703.7,1
62.5,0.00295,2.3,6.9,521.4,1
165.9,0.00295,2.74,5.9,514.8,0
109.8,0.0059,2.0,6.3,470.5,0
1327.8,0.03047,0.50,10.7,497.4,0
258.8,0.00098,1.48,2.52,800.2,0
150.5,0.00295,1.50,5.0,534.0,1
151.2,0.02163,0.31,4.4,431.3,1
475.5,0.00098,9.7,20.7,547.6,0
475.5,0.00098,9.7,20.7,561.0,0
941.6,0.00492,0.44,1.92,468.8,0
318.3,0.00197,4.0,5.23,445.8,0
373.5,0.00393,0.74,1.92,400.2,0
1707.6,0.00393,1.57,3.0,676.5,0
921.2,0.0059,0.61,3.1,800.2,0
473.2,0.00786,3.6,11.0,536.4,0
473.2,0.00786,3.6,11.0,480.4,0
525.9,0.00393,4.3,10.0,630.1,0
369.2,0.00393,0.78,3.2,534.8,0
102.4,0.00885,0.33,1.72,508.7,1
166.8,0.02261,4.5,94,536.4,0
949.5,0.00295,0.70,2.2,425.3,0
375.9,0.03637,0.46,12.6,668.9,1
375.9,0.03637,0.46,12.6,629.2,1
375.9,0.03637,0.46,12.6,587.2,1
330.3,0.02064,0.31,3.5,498.0,1
240.3,0.00098,2.8,3.5,400.2,0
150.8,0.00393,1.04,2.74,653.5,1
103.9,0.00786,0.38,3.7,692.9,1
466.7,0.00295,0.53,1.42,400.2,0
171.4,0.00098,14.7,22,480.7,0
694.9,0.00197,0.99,2.5,488.5,0
696.7,0.00393,2.61,4.8,800.2,0
1074.1,0.00492,0.66,2.6,674.9,0
234.2,0.01475,0.39,3.2,434.5,0
234.2,0.01475,0.39,3.2,436.6,0
234.2,0.01475,0.39,3.2,426.5,0
444.6,0.00197,3.5,9.4,441.8,0
898.1,0.00393,0.78,2.9,479.3,0
338.0,0.02163,0.64,8.1,618.9,1
338.0,0.02163,0.64,8.1,481.5,1
423.0,0.0059,0.34,1.95,400.2,0
113.8,0.00197,2.6,7.0,400.2,0
569.2,0.01475,0.39,3.4,480.3,0
569.2,0.01475,0.39,3.4,485.8,0
299.2,0.00295,1.52,3.1,518.2,0
343.8,0.00197,4.0,9.5,556.8,0
475.7,0.00492,0.77,3.6,560.6,0
125.0,0.00098,0.97,1.27,412.1,0
670.4,0.12583,0.40,18.9,419.0,0
825.3,0.00393,0.66,2.24,429.4,0
629.2,0.00688,2.63,13.7,505.7,0
792.2,0.00492,0.99,4.1,590.1,0
430.7,0.00786,0.51,3.4,487.4,0
589.2,0.00295,1.74,3.6,800.2,0
318.7,0.00393,1.45,4.5,693.2,0
2407.1,0.0118,1.05,4.8,400.2,0
517.6,0.00492,0.95,4.0,400.3,0
263.0,0.00197,2.5,3.2,403.5,0
630.1,0.00295,0.88,3.2,400.2,0
596.0,0.00492,0.75,1.7,664.0,0
350.2,0.00295,0.62,1.86,400.2,0
283.9,0.00295,0.156,0.41,435.0,0
1078.7,0.00295,0.41,1.23,400.2,0
599.5,0.0059,1.20,5.0,400.2,0
1151.3,0.01671,0.55,9.0,700.7,0
2065.5,0.00885,0.31,2.21,425.7,0
284.1,0.00492,0.34,0.72,400.2,0
453.4,0.00197,1.9,2.9,590.2,0
396.0,0.00197,0.94,1.7,634.0,0
1107.4,0.00295,0.64,1.76,663.5,0
1727.2,0.0059,0.83,1.59,448.4,0
583.8,0.00295,0.56,1.8,400.2,0
319.8,0.00492,0.25,1.73,472.7,0
1914.9,0.00492,4.6,27,800.2,0
611.7,0.00295,0.208,0.57,400.2,0
339.4,0.01769,0.39,4.7,527.9,1
83.6,0.00295,1.33,3.0,400.2,0
204.2,0.00197,2.9,3.8,419.5,0
291.8,0.00492,1.25,5.8,510.1,0
1333.1,0.00295,0.97,3.3,492.2,0
149.8,0.03539,4.9,50,713.2,1
149.8,0.03539,4.9,50,699.0,1
149.8,0.03539,4.9,50,671.6,1
149.8,0.03539,4.9,50,649.3,1
471.0,0.00197,0.46,0.83,415.1,0
1058.5,0.00393,0.84,2.9,400.2,0
1385.9,0.02261,0.22,1.23,443.0,0
268.1,0.00393,1.12,5.5,455.2,0
268.1,0.00393,1.12,5.5,492.8,0
150.8,0.00885,2.02,15.7,652.9,1
150.8,0.00885,2.02,15.7,607.8,1
540.2,0.00885,0.68,4.1,600.6,0
92.6,0.00197,1.36,2.84,479.2,0
225.2,0.00197,4.3,3.3,549.5,0
659.7,0.00885,0.77,3.1,400.2,0
541.0,0.02949,0.50,9.6,400.2,0
658.8,0.00393,0.54,1.95,400.2,0
545.3,0.00197,3.6,10.3,400.2,0
545.3,0.00197,3.6,10.3,400.2,0
150.7,0.00688,0.59,4.3,446.8,1
241.0,0.00295,1.9,7.5,560.7,0
315.0,0.00393,0.88,2.7,400.2,0
150.1,0.00983,1.60,5.7,552.8,1
150.1,0.00983,1.60,5.7,520.4,1
320.4,0.00197,1.89,3.0,417.2,0
259.3,0.00197,8.9,52,461.1,0
259.3,0.00197,8.9,52,430.7,0
259.3,0.00197,8.9,52,549.7,0
239.9,0.00295,0.48,1.35,400.2,0
702.2,0.00197,0.93,1.82,656.8,0
714.5,0.00295,1.16,4.0,484.5,0
528.7,0.00492,0.40,1.67,435.2,0
465.1,0.00295,0.45,0.74,400.2,0
912.6,0.00492,1.18,4.0,538.1,0
359.7,0.02064,0.42,4.9,445.5,0
701.2,0.03441,0.94,18,724.8,0
1052.4,0.01081,0.88,9.7,450.2,0
1000.3,0.00295,0.89,2.1,699.9,0
183.4,0.00098,1.39,2.0,800.2,0
987.2,0.01081,1.32,10.4,488.0,0
1333.7,0.00295,1.09,2.2,680.4,0
150.3,0.00295,0.89,2.34,657.7,0
520.6,0.00197,0.68,1.20,408.8,0
830.3,0.04227,0.60,11.3,400.2,0
1089.9,0.00295,1.02,4.4,713.6,0
655.6,0.00393,1.12,4.2,495.2,0
326.1,0.00295,1.71,3.9,428.8,0
354.0,0.03146,0.68,12.9,507.0,0
1193.6,0.00492,2.3,13.4,543.7,0
330.7,0.00983,1.11,5.4,780.0,1
1880.3,0.00295,0.45,1.17,400.2,0
690.6,0.00295,0.46,2.0,547.3,0
397.9,0.00197,1.45,3.9,531.9,0
397.9,0.00197,1.45,3.9,400.2,0
480.3,0.0059,2.7,9.5,800.2,0
337.2,0.00885,0.60,3.5,800.2,0
251.2,0.00688,0.27,0.81,800.2,0
174.9,0.00197,1.7,3.8,452.1,0
809.3,0.04719,0.49,6.3,400.2,0
96.1,0.00098,2.8,4.3,400.2,0
176.9,0.01376,1.19,6.4,583.0,0
176.9,0.01376,1.19,6.4,523.6,0
106.9,0.00688,1.20,3.0,408.1,0
284.2,0.00295,1.54,3.8,411.0,0
440.6,0.00885,0.47,1.9,407.8,0
186.3,0.00295,0.64,1.40,427.4,0
150.5,0.0059,3.6,17.0,638.9,0
150.5,0.0059,3.6,17.0,474.4,0
150.5,0.0059,3.6,17.0,400.2,0
1271.8,0.00393,0.32,0.78,422.5,0
383.8,0.00983,1.40,16.2,697.7,0
250.0,0.00688,1.3,5.6,800.2,0
849.3,0.00492,0.55,2.3,425.8,0
835.3,0.00295,0.46,0.95,457.2,0
684.5,0.00393,1.45,5.2,457.5,0
1362.6,0.00098,0.46,1.12,660.5,0
1085.5,0.00983,0.51,4.7,400.2,0
425.6,0.01278,0.32,3.7,636.8,1
423.7,0.00688,0.46,2.0,483.6,1
587.4,0.00295,28,65,672.1,0
270.1,0.00295,0.49,1.54,637.5,0
812.6,0.00197,0.42,0.79,648.6,0
1155.5,0.00295,0.78,3.5,419.2,0
345.2,0.00393,2.5,9.9,507.6,1
620.7,0.03637,0.31,3.62,645.0,0
171.7,0.00197,9.3,18.0,474.9,0
338.0,0.00786,1.7,10.8,523.2,0
415.1,0.0059,0.41,1.75,737.5,0
665.5,0.01475,4.2,47,466.7,0
665.5,0.01475,4.2,47,532.8,0
665.5,0.01475,4.2,47,469.5,0
665.5,0.01475,4.2,47,400.2,0
665.5,0.01475,4.2,47,492.6,0
665.5,0.01475,4.2,47,400.2,0
1166.6,0.04424,0.327,5.7,694.2,0
1099.3,0.02359,0.61,13.4,529.5,0
419.8,0.01475,0.97,11.7,434.2,0
282.2,0.01376,2.5,13.7,424.6,0
282.2,0.01376,2.5,13.7,431.9,0
294.5,0.00492,0.50,1.9,402.1,0
225.8,0.01868,0.64,7.3,625.6,0
217.2,0.00197,3.9,6.4,425.6,0
504.3,0.01376,0.37,2.6,655.5,0
145.0,0.00688,0.83,4.7,609.9,0
151.1,0.00688,0.70,3.6,595.4,1
614.6,0.06783,0.63,11.4,562.2,0
652.5,0.00688,0.58,2.0,400.2,0
191.0,0.00197,0.81,1.64,515.9,0
239.3,0.01573,0.71,5.9,491.6,0
197.4,0.00492,1.2,3.6,419.5,0
432.7,0.00885,0.49,5.0,707.7,0
1330.1,0.01475,0.47,4.4,467.7,0
959.3,0.00393,0.77,2.95,487.1,0
236.5,0.00098,3.0,5.1,476.5,0
574.6,0.00197,2.9,6.8,508.7,0
574.6,0.00197,2.9,6.8,585.1,0
474.8,0.00098,0.84,2.1,501.4,0
1770.1,0.00197,0.99,3.3,798.1,0
695.0,0.00295,0.81,2.3,425.9,0
179.6,0.00098,2.6,3.1,476.6,0
394.8,0.00098,1.57,2.7,536.2,0
266.6,0.00197,41,95,492.3,0
536.4,0.00295,0.49,0.93,437.5,0
374.7,0.00393,1.21,4.0,472.9,0
340.8,0.00393,1.4,4.4,800.2,0
413.5,0.00786,0.24,1.50,418.2,0
1419.4,0.00295,1.35,4.4,571.7,0
627.7,0.00295,0.74,1.70,485.7,0
1004.7,0.0059,0.56,3.8,439.2,0
274.0,0.01966,0.95,9.6,506.4,0
146.9,0.0059,1.4,9.1,534.5,0
653.6,0.00098,10.3,14.3,417.9,0
188.7,0.00098,1.27,1.74,474.9,0
508.4,0.03342,0.39,4.9,602.7,1
508.4,0.03342,0.39,4.9,557.8,1
508.4,0.03342,0.39,4.9,535.9,1
508.4,0.03342,0.39,4.9,463.2,1
379.1,0.00492,0.77,3.9,470.1,1
507.7,0.00295,2.60,5.3,400.2,0
588.1,0.00197,2.37,3.6,448.5,0
380.4,0.0118,0.25,1.81,461.8,1
217.9,0.00197,1.37,2.50,611.8,0
522.7,0.00197,0.69,1.45,472.2,0
1084.4,0.00393,1.47,5.8,656.0,0
176.2,0.00098,0.30,1.35,440.1,0
559.0,0.00295,1.55,3.7,400.2,0
994.1,0.02064,0.70,12.2,498.1,0
1104.4,0.02163,0.42,5.7,400.2,0
248.9,0.0059,0.41,3.1,466.3,1
608.0,0.01475,0.45,2.3,418.9,1
181.1,0.00197,0.62,1.09,800.2,0
248.5,0.00295,0.92,4.2,639.2,1
248.5,0.00295,0.92,4.2,514.3,1
1112.3,0.00197,1.00,2.2,671.4,0
427.9,0.02359,0.46,8.8,800.2,0
511.0,0.00688,1.02,5.2,463.1,0
138.4,0.00197,2.2,5.6,400.2,0
1239.5,0.12288,0.91,47,489.2,1
687.4,0.00786,0.29,1.19,521.5,0
800.4,0.02654,0.54,6.0,400.2,0
1253.7,0.00295,0.54,1.65,483.6,0
466.3,0.01769,0.57,5.9,588.0,0
275.6,0.00098,19,31,440.4,0
578.4,0.00393,0.305,0.96,400.2,0
1643.4,0.01081,1.10,14.4,612.2,0
682.6,0.00492,0.40,1.96,613.5,0
175.2,0.00197,0.34,0.68,400.2,0
170.9,0.00295,1.23,2.33,444.8,0
227.6,0.00688,0.69,5.6,400.2,0
1821.7,0.01475,0.59,7.1,664.9,0
284.2,0.00197,0.65,1.13,427.2,0
464.4,0.02163,0.40,4.4,400.2,0
494.5,0.00197,0.44,0.83,436.3,0
373.0,0.00885,1.70,11.8,445.3,1
779.7,0.00098,0.79,0.86,583.6,0
331.1,0.00393,0.47,1.58,444.8,0
411.8,0.00197,0.55,0.84,638.6,0
752.9,0.01671,0.63,8.5,408.9,0
788.0,0.00197,2.0,4.5,472.7,0
437.5,0.00786,1.37,7.9,747.4,0
696.7,0.00197,2.75,6.1,531.6,0
402.8,0.00197,2.03,4.00,454.9,0
510.3,0.00098,1.45,1.42,527.9,0
580.9,0.01868,0.38,2.38,585.2,0
783.3,0.00492,0.39,1.41,433.3,0
330.6,0.00393,3.58,12.5,599.9,0
307.3,0.00098,0.48,0.71,400.2,0
398.9,0.03047,1.79,35.8,664.7,0
1043.9,0.02359,4.8,66,489.5,0
538.5,0.00393,0.40,0.85,400.2,0
782.4,0.0118,0.34,2.32,400.2,0
1107.6,0.0059,0.39,1.50,425.4,0
372.4,0.0059,1.83,8.6,592.1,1
372.4,0.0059,1.83,8.6,568.3,1
813.5,0.10617,0.56,35,400.2,0
146.4,0.00492,9.4,42,400.2,0
1066.6,0.0059,0.80,3.46,449.8,0
674.1,0.00295,0.59,1.17,400.2,0
191.8,0.00393,0.47,2.54,631.5,1
433.9,0.00295,0.71,2.9,419.4,0
447.4,0.00295,0.67,2.22,400.2,0
542.9,0.00295,0.53,1.32,454.9,0
297.3,0.00688,0.0,0.0,557.1,0
239.1,0.02261,0.0,0.0,656.8,0
477.4,0.02163,0.47,4.8,453.4,0
477.4,0.02163,0.47,4.8,449.0,0
111.5,0.00197,1.11,1.39,477.2,0
111.5,0.00197,1.11,1.39,455.5,0
298.3,0.00197,0.39,0.72,442.9,0
1131.4,0.00786,0.67,2.74,400.2,0
330.7,0.0059,0.41,1.48,747.9,1
477.0,0.00197,1.31,2.53,536.1,0
1019.3,0.00197,0.54,1.24,582.6,0
343.7,0.00295,0.65,1.89,512.6,0
544.7,0.02851,0.43,7.8,472.6,0
1084.8,0.02064,1.65,26,434.8,0
666.6,0.00393,2.17,7.3,800.2,0
333.9,0.01278,1.55,14.2,402.9,0
1932.3,0.00885,2.78,19.4,640.9,0
470.2,0.00295,0.94,4.4,400.2,0
451.8,0.00295,0.73,1.90,400.2,0
321.7,0.00393,1.24,3.14,442.0,0
1097.5,0.03342,0.49,11.4,634.8,0
243.3,0.00295,4.4,12.3,592.6,0
996.5,0.02359,0.64,10.1,563.0,0
530.0,0.00295,0.61,2.04,400.2,0
1126.3,0.00295,4.1,13.0,400.2,0
784.7,0.00393,0.67,2.71,542.7,0
749.3,0.00098,6.94,10.6,586.4,0
357.5,0.00295,0.56,1.38,454.3,0
601.3,0.01278,0.37,2.49,400.2,0
308.3,0.00295,1.31,4.6,400.2,0
1714.1,0.00688,0.70,3.81,476.9,0
609.4,0.00885,0.63,3.83,542.7,0
242.6,0.00098,1.02,1.51,458.0,0
257.8,0.00197,2.43,5.2,400.2,0
1251.8,0.00983,0.43,2.66,400.2,0
514.9,0.00492,0.72,2.14,559.5,0
408.2,0.00492,4.7,14.9,459.0,0
340.1,0.0059,0.0,0.0,500.4,0
1196.0,0.00492,0.0,0.0,800.2,0
100.8,0.0118,0.52,2.24,432.3,0
484.1,0.00197,0.37,1.14,400.2,0
619.2,0.00197,2.79,5.3,435.9,0
740.8,0.01081,1.05,8.6,479.1,0
1265.3,0.01573,0.30,1.34,453.3,0
700.0,0.00197,0.75,1.59,506.6,0
464.6,0.00295,1.12,3.19,513.6,0
238.4,0.01081,2.7,23.8,453.2,0
896.1,0.00492,0.37,1.53,400.2,0
550.5,0.00295,0.65,1.75,400.2,0
176.3,0.01868,3.9,76,620.6,0
596.8,0.01475,0.58,7.1,400.2,0
1313.6,0.00492,1.17,4.5,400.2,0
444.4,0.00098,8.6,16.3,400.2,0
377.6,0.01376,0.65,2.5,460.0,0
1059.3,0.00492,3.4,17.5,620.7,0
508.8,0.00295,0.53,2.30,539.4,1
817.4,0.00197,0.64,1.51,576.6,0
1707.5,0.00295,3.0,8.7,524.7,0
237.8,0.03047,0.39,6.8,545.5,0
631.6,0.00197,1.04,2.17,418.3,0
1245.4,0.00295,0.59,2.74,507.6,0
155.5,0.00688,1.59,5.8,515.7,0
563.8,0.00197,0.22,0.45,454.4,0
399.8,0.00197,1.24,1.41,800.2,0
1194.3,0.00393,0.89,3.70,507.5,0
194.8,0.00295,3.19,9.3,636.5,0
194.8,0.00295,3.19,9.3,640.1,0
327.2,0.00295,1.77,6.9,706.8,0
110.9,0.04227,0.68,12.8,400.2,0
791.8,0.00492,0.44,1.74,400.2,0
468.7,0.0118,0.49,3.8,400.2,0
596.7,0.00688,0.57,3.7,481.7,0
567.6,0.03539,0.85,22.3,518.3,0
481.7,0.00492,0.46,0.77,495.3,0
2248.1,0.00688,0.60,2.80,465.6,0
554.8,0.0059,0.69,1.47,400.2,0
1126.2,0.0462,0.46,9.9,545.5,0
1301.9,0.01769,0.49,5.8,558.9,1
198.2,0.00098,7.9,10.8,586.6,0
114.4,0.00197,0.99,2.2,400.2,0
377.7,0.00393,0.41,0.77,407.1,0
112.8,0.00197,4.6,7.9,487.6,0
779.4,0.00688,2.2,15.1,478.4,0
543.4,0.00197,0.88,3.11,800.2,0
594.2,0.01376,0.44,4.13,400.2,0
193.8,0.03047,0.38,5.3,633.4,1
193.8,0.03047,0.38,5.3,585.3,1
295.8,0.00295,5.1,16.4,400.2,0
943.3,0.01376,0.22,1.57,400.2,0
372.8,0.02949,0.60,9.1,626.1,0
372.8,0.02949,0.60,9.1,612.3,0
372.8,0.02949,0.60,9.1,582.8,0
211.0,0.0059,10.8,55.4,480.7,0
211.0,0.0059,10.8,55.4,400.2,0
102.3,0.00983,0.87,7.0,537.6,0
102.3,0.00983,0.87,7.0,524.6,0
795.1,0.00786,1.23,4.37,433.0,0
430.3,0.00885,1.71,18.0,565.9,0
723.2,0.00098,1.13,1.99,487.9,0
79.4,0.00098,18.6,31.6,591.8,0
979.0,0.00197,1.25,3.1,474.8,0
284.8,0.00197,1.59,2.01,483.0,0
370.8,0.00197,3.9,9.5,400.2,0
942.4,0.00393,2.22,7.4,696.0,0
413.3,0.00295,0.80,1.83,603.0,0
253.5,0.01671,0.74,5.0,422.4,0
2583.0,0.02556,0.38,1.52,403.8,0
281.4,0.01966,0.75,7.7,433.8,0
301.5,0.00295,2.17,5.1,659.3,0
740.5,0.0059,0.88,3.20,400.2,0
740.5,0.0059,0.88,3.20,400.2,0
590.8,0.00393,3.18,11.5,400.2,0
884.8,0.00492,2.58,10.1,498.1,0
349.4,0.00197,3.6,8.3,473.2,0
293.1,0.04719,0.55,16.8,517.1,0
789.7,0.00492,2.8,11.3,417.0,0
609.3,0.01278,0.48,5.5,531.5,1
378.3,0.00492,3.0,8.8,530.2,0
1202.1,0.01376,1.13,9.9,419.4,0
1086.8,0.01475,0.45,5.8,406.8,0
103.9,0.01769,0.48,4.2,466.7,1
147.6,0.00197,3.1,8.7,435.5,0
887.7,0.00098,1.53,2.1,478.4,0
402.4,0.00295,6.7,14.8,494.3,0
148.5,0.00197,1.36,3.0,475.6,0
150.7,0.00492,0.33,1.45,437.9,1
151.1,0.0059,0.79,3.81,800.2,1
461.9,0.00098,0.99,1.76,456.4,0
509.3,0.00197,0.36,0.81,400.2,0
666.3,0.00098,1.00,1.46,800.2,0
755.7,0.00688,0.75,4.0,453.9,0
356.6,0.01868,1.11,22,471.1,0
1111.5,0.00295,3.2,6.6,435.0,0
149.8,0.00885,1.18,3.9,521.3,1
149.8,0.00885,1.18,3.9,480.6,1
150.3,0.03244,0.97,12.4,662.5,1
150.3,0.03244,0.97,12.4,575.6,1
150.3,0.03244,0.97,12.4,514.3,1
150.3,0.03244,0.97,12.4,473.1,1
150.1,0.0118,0.64,4.0,487.5,1
586.7,0.00197,0.63,1.7,419.5,0
352.8,0.00197,1.08,2.4,444.4,0
550.9,0.05702,0.47,10.1,484.7,0
550.9,0.05702,0.47,10.1,449.1,0
337.4,0.00885,0.36,2.04,637.0,1
461.6,0.00688,3.0,20,434.3,0
539.0,0.00393,0.47,1.45,453.4,0
416.2,0.00197,0.58,1.69,441.1,0
280.7,0.00098,0.0,0.0,482.8,0
124.9,0.00197,0.0,0.0,474.6,0
345.8,0.00295,0.37,1.2,453.0,0
296.2,0.00098,2.7,5.3,800.2,0
2194.9,0.0059,0.73,2.7,638.9,0
745.9,0.02458,1.00,13.0,429.5,0
604.6,0.01081,0.63,5.7,400.2,0
237.7,0.0059,1.32,5.8,517.0,0
237.7,0.0059,1.32,5.8,502.2,0
404.0,0.00393,1.7,6.2,400.2,0
150.6,0.00393,0.57,0.76,691.2,1
996.4,0.00295,0.82,2.48,622.6,0
520.9,0.00983,0.92,7.8,433.4,1
1192.6,0.00197,1.16,2.26,400.2,0
149.8,0.00786,3.37,21.0,663.7,1
149.8,0.00786,3.37,21.0,609.5,1
149.8,0.00786,3.37,21.0,544.0,1
351.7,0.02064,1.56,26.2,451.6,0
181.6,0.00492,1.15,4.49,400.2,0
149.8,0.00098,4.6,4.4,452.2,0
1607.7,0.00393,0.82,2.16,643.9,0
150.9,0.00786,1.39,7.5,510.6,1
149.8,0.02556,1.81,24.9,436.2,1
149.8,0.02556,1.81,24.9,452.2,1
149.8,0.02556,1.81,24.9,459.7,1
521.0,0.00393,0.48,1.87,559.0,1
222.4,0.00688,2.62,17.4,569.2,0
518.5,0.00492,4.35,21.3,400.2,0
151.1,0.00295,1.06,3.20,800.2,0
683.8,0.00098,1.29,1.51,570.8,0
258.2,0.00492,3.6,10.4,579.3,0
258.2,0.00492,3.6,10.4,600.5,0
239.9,0.00098,11.5,22.2,487.1,0
367.6,0.00098,0.64,1.91,422.9,0
454.2,0.00295,0.66,2.36,400.2,0
102.6,0.00688,1.17,8.4,671.2,1
102.6,0.00688,1.17,8.4,666.1,1
390.6,0.07078,0.79,20,497.1,0
159.9,0.00098,2.41,3.78,491.3,0
1533.8,0.00393,3.8,12.1,618.3,0
661.5,0.00786,1.07,8.0,535.2,0
116.3,0.00098,1.08,1.26,466.6,0
1011.7,0.00393,0.83,2.21,411.1,0
527.0,0.00197,4.5,8.4,463.9,0
531.7,0.00492,0.50,2.91,400.2,0
187.1,0.00197,0.73,1.67,400.2,0
149.1,0.00492,5.8,21.0,409.9,0
229.7,0.01376,0.99,9.2,459.3,0
594.8,0.00983,0.54,4.1,732.3,0
151.7,0.00197,2.4,4.3,419.3,0
862.3,0.00197,1.57,3.33,552.9,0
224.7,0.00098,1.96,4.5,400.2,0
419.0,0.00098,0.72,1.22,800.2,0
314.5,0.03244,0.48,6.5,400.2,0
159.1,0.01966,0.20,0.88,400.7,1
1030.5,0.00197,0.30,1.19,400.2,0
544.6,0.00098,1.98,2.38,485.4,0
596.8,0.00393,0.89,4.3,472.1,0
1066.0,0.00197,0.61,1.28,411.9,0
1008.0,0.00295,0.41,0.86,469.8,0
1413.0,0.00197,1.58,2.78,643.3,0
1001.0,0.0059,1.92,5.9,400.2,0
936.0,0.0059,0.58,3.01,400.2,0
144.2,0.00098,16.5,20.0,598.8,0
279.0,0.058,0.35,11.9,400.2,0
100.7,0.00295,0.84,4.2,434.6,1
100.7,0.00295,0.84,4.2,429.8,1
100.7,0.00295,0.84,4.2,400.2,1
366.1,0.00098,2.22,4.02,410.7,0
616.5,0.00197,5.3,12.1,450.0,0
101.5,0.04227,0.43,5.3,423.0,1
373.9,0.00197,1.98,2.62,474.6,0
388.3,0.00295,4.06,10.2,501.6,0
920.6,0.00197,4.0,11.3,400.2,0
1870.2,0.00786,0.236,1.54,482.4,0
716.0,0.00098,0.81,1.28,579.1,0
361.5,0.00295,0.75,1.39,400.2,0
1649.6,0.01966,0.38,2.45,433.1,0
468.7,0.00393,0.82,3.05,568.2,0
501.6,0.02064,0.92,14.7,526.8,0
344.3,0.02163,0.40,4.80,476.6,1
1592.3,0.00393,0.66,2.27,439.7,0
279.8,0.00197,1.73,2.60,400.2,0
582.8,0.00197,1.26,1.70,800.2,0
687.6,0.00295,1.10,1.90,471.5,0
915.8,0.00197,0.88,2.5,446.4,0
877.4,0.00885,1.33,8.6,467.6,0
848.1,0.00295,0.68,2.00,410.3,0
